"sentence","word_labels"
"After 30 minutes take the dish out of the oven.","O,O,O,O,O,O,O,O,O,O,O"
"After 3-5 minutes it's done.","O,O,O,O,O,O,O,O,O"
"After 3 days, divide the dough into 8 to 10 pieces of equal weight on a work surface dusted with flour.","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O"
"After 3 minutes add honey, soy sauce,","O,O,O,O,U-FOOD,O,B-FOOD,L-FOOD,O"
"After 45 minutes, add the zucchini, potatoes and chickpeas.","O,O,O,O,O,O,U-FOOD,O,U-FOOD,O,U-FOOD,O"
"After 8 hours, shred pork using 2 forks and combine with juices.","O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O"
"After about 15 minutes of frying the potatoes, add the onions and beef to the","O,O,O,O,O,O,O,U-FOOD,O,O,O,U-FOOD,O,U-FOOD,O,O"
"After about four minutes (or when the tops of the eggs start to set), take out eggs and place on top of bed of onions & Tabasco.","O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,U-FOOD,O,U-FOOD,O"
"After a couple of minutes add the ground beef to the pan, salt it and mix it","O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,U-FOOD,O,O,O,O"
"After a few minutes when they are soft and are around the same color, then add in the onion and garlic from the smaller pan.","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,U-FOOD,O,O,O,O,O"
"After baking, brush the top with butter and cut it into four pieces and serve.","O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O"
"After baking leave it to rest for a few minutes, then serve while it's still warm.","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"After cooking, remove it from the oven and let it sits while it cools down.","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"After five minutes are over, turn off the heat and incrementally add sugar to your preference.","O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O"
"After frying the bacon, set aside and use the bacon grease to fry the","O,O,O,U-FOOD,O,O,O,O,O,O,U-FOOD,O,O,O,O"
"After half an hour, vent your pressure cooker, remove the lid, and put the cooker back on low heat","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"After it dries up at around 30-35 mins put the temperature to High (6-7) without the lid","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"After lentils have cooked about 8 minutes, add onion chard mixture, along with diced potatoes and zucchini to the boiling water.","O,U-FOOD,O,O,O,O,O,O,O,U-FOOD,U-FOOD,O,O,O,O,O,U-FOOD,O,U-FOOD,O,O,O,U-FOOD,O"
"After onions are thoroughly caramelized and there are no more liquid ingredients to add, pour in 64oz beef broth and 2-3 Bay leaves.","O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,B-FOOD,L-FOOD,O"
"After removing the pot from the heat, remove the bay leaf and immersion blend pot until you reach a desired consistency.","O,O,O,O,O,O,O,O,O,O,B-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O,O"
"After some time a vinegarish liquid forms on top of the starter.","O,O,O,O,O,O,O,O,O,O,O,O,O"
"After steaming, let it rest during 5 minutes without uncover it.","O,O,O,O,O,O,O,O,O,O,O,O,O"
"After that put plums (without the water) and rest of the ingredients into blender and mix it until you're satisfied.","O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"After that start ladling in the stock bit by bit stirring constantly for about 20-30 minutes (depending on the brand of rice used), until the rice is cooked but has a slight bite to it.","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O"
"After that, stir every so often, Be careful with the stirring; if you stir too often, it might caramelize too quickly.","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"After the 5 mins timer is up, add the overfilled tablespoon creme cheese to the main mix, stir, then re-add lid.","O,O,O,O,O,O,O,O,O,O,O,O,B-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O"
"After the infusion is completed, create a simple syrup by boiling the water and dissolving the sugar in the water","O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,U-FOOD,O,O,U-FOOD"
"After the meat sears, add the diced onions.","O,O,O,O,O,O,O,O,U-FOOD,O"
"After the soup is done boiling run it through a fine sieve.","O,O,O,O,O,O,O,O,O,O,O,O,O"
"After those two hours, add the diced chives and simmer it for more thirty minutes.","O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O"
"After two to two and a half hours, your syrup should be nearly done.","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"A good way to test the viscosity is to drop a little bit on a cold plate or on your countertop to see how it is at room temperature.","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Allow 30 minutes to 1 hour in the refrigerator until the dough hardens.","O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Allow chicken to marinade for at least an hour.","O,U-FOOD,O,O,O,O,O,O,O,O"
"Allow it to cool; combine with egg yolks, stirring occasionally.","O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O"
"Allow it to simmer on low heat for 2 hours mixing every so often.","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Allow the mushrooms to release their moisture; once the moisture has been boiled away take the mushrooms out of pan to cool.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O"
"Allow the water to cool completely, then strain the alcohol into the sugar water and stir","O,O,U-FOOD,O,O,O,O,O,O,O,U-FOOD,O,O,B-FOOD,L-FOOD,O,O"
"Allow to boil for 5 or so min.","O,O,O,O,O,O,O,O,O"
"Allow to cook for 2-3 minutes and either flip the pancake, or move under a broiler to cook the top for another 2-3 minutes.","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Allow to cool, and serve warm or at room temperature.","O,O,O,O,O,O,O,O,O,O,O,O"
"Allow tofu to soak in sauce for a few minutes.","O,U-FOOD,O,O,O,O,O,O,O,O,O"
"Allow to rest for 10 minutes before carving.","O,O,O,O,O,O,O,O,O"
"Allow water to leave the meat.","O,U-FOOD,O,O,O,O,O"
"Also have 1 cup of hot water ready.","O,O,O,O,O,O,U-FOOD,O,O"
"Alternatively, grate the apple.","O,O,O,O,U-FOOD,O"
"Alternatively you can use fresh or creamed spinach.","O,O,O,O,O,O,O,U-FOOD,O"
"aluminum foil), then 20 minutes uncovered.","O,O,O,O,O,O,O,O,O"
"A minute or two before the macaroni are done, add the shredded cheese into the pot. It should appear a bit too runny in the pot. While cooling it will increase in viscosity quite a bit. If the final texture is not creamy enough, it is most likely due to using the wrong cheese.","O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O"
"An active starter will float.","O,O,O,O,O,O"
"And that's it.","O,O,O,O,O"
"Arrange the apple slices over the jam.","O,O,U-FOOD,O,O,O,U-FOOD,O"
"At the very last second add the parsley, to preserve its freshness. Adjust the seasoning to taste if necessary.","O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Bake 45 minutes at 350°F or until the crust is brown to your liking and the apples are bubbling inside","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O"
"Bake for around 40 minutes at 180°C (360° F).","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Coat the chicken in corn flour, dip it in egg and finally coat with seasoned all purpose-flour.","O,O,U-FOOD,O,B-FOOD,L-FOOD,O,O,O,O,U-FOOD,O,O,O,O,O,B-FOOD,I-FOOD,I-FOOD,L-FOOD,O"
"Cook in the oven for 40 min.","O,O,O,O,O,O,O,O"
"Cook scrambled eggs. Don't forget the salt.","O,O,B-FOOD,L-FOOD,O,O,O,O,U-FOOD,O"
"Cook some rice and set aside. White short-grain is best but other types will do as long as it's not starchy. Don't use arborio or sushi rice.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O"
"Cook the rice. If it is yesterday's rice better, preferably without salt.","O,O,B-FOOD,L-FOOD,O,O,O,O,O,U-FOOD,O,O,O,O,O,O"
"Cover the peppers with aluminum and cook in the oven for 1h30min.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O"
"Cover the pie filling with the top dough and fold over and tuck in the excess crust","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Cover with powdered sugar.","O,O,O,U-FOOD,O"
"Cut a few slits in the top crust with a knife to give it a nice design and allow for air to release","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Cut onions into half-rings and let them sweat in the same pot. Add some butter if your bacon was not fatty enough.","O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,U-FOOD,O,O,O,O,O"
"Cut the chicken into bite sized pieces.","O,O,U-FOOD,O,O,O,O,O"
"Cut the chicken into pieces and fry it. Don't forget the salt.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,U-FOOD,O"
"Cut the dough in half and roll both halves out with a rolling pin until they are big enough to cover your pie pan (around 9 inch diameter)","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Cut the welsh onion and bell pepper into small squares.","O,O,B-FOOD,L-FOOD,O,B-FOOD,L-FOOD,O,O,O,O"
"Cut tiny pieces of butter and arrange them over the apple slices.","O,O,O,O,U-FOOD,O,O,O,O,O,U-FOOD,O,O"
"Dump the sauce pan full of the filling into the pie pan and even it out","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Empty the peppers and remove the seeds.","O,O,U-FOOD,O,O,O,O,O"
"Enjoy.","O,O"
"Finely slice or mince the garlic and finely chop the parsley.","O,O,O,O,O,U-FOOD,O,O,O,O,U-FOOD,O"
"Fry bacon cubes in pot (this pot will be used for everything so choose an appropriately large one).","O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Fry until chicken is cooked and has a nice golden-brownish coating.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O"
"Heat a good amount of oil on a pan to fry the chicken in. The oil should be hot enough so that the chicken sizzles when placed in the pan. You may want to do this in a couple of batches depending on the size of your pan.","O,O,O,O,O,U-FOOD,O,O,O,O,O,O,U-FOOD,O,O,O,U-FOOD,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Heat a large skillet on medium-high heat, start cooking the pasta.","O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O"
"Heat the oven to 200C and prepare an oven tray.","O,O,O,O,O,O,O,O,O,O,O"
"Heat the oven to 200C.","O,O,O,O,O"
"If everything is salty, you can reduce it with just a teaspoon of sugar, especially if you cook the rice with salt.","O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,U-FOOD,O,U-FOOD,O"
"If necessary, add more water while it’s boiling.","O,O,O,O,O,U-FOOD,O,O,O,O,O"
"If you are using lemon juice or rice, add them to each serving according to your preference.","O,O,O,O,B-FOOD,L-FOOD,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O"
"In a pot, heat some oil on low heat and add in the onions. Saute until translucent.","O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,B-FOOD,L-FOOD,O,O,O,O"
"In a saucepan, boil the kidney beans with the pig's ear, sausages, pork belly, onions, garlic and bay leaf in some water and add a well-washed stone. Season with the olive oil and salt and pepper to taste.","O,O,O,O,O,O,B-FOOD,L-FOOD,O,O,B-FOOD,I-FOOD,L-FOOD,O,U-FOOD,O,B-FOOD,L-FOOD,O,U-FOOD,O,U-FOOD,O,B-FOOD,L-FOOD,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,B-FOOD,L-FOOD,O,U-FOOD,O,U-FOOD,O,O,O"
"Leave some for tomorrow. It always tastes better the next day.","O,O,O,O,O,O,O,O,O,O,O,O,O"
"Let the potatoes cook on medium to high heat for about 30-35 minutes.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Let the sauce bubble for one or two minutes and you're done.","O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Meanwhile¸saute the onions, garlic and last, the meat.","O,O,U-FOOD,O,U-FOOD,O,O,O,O,U-FOOD,O"
"Mix everything over low heat, adding soy sauce.","O,O,O,O,O,O,O,B-FOOD,L-FOOD,O"
"Mix the chicken with nuez moscada, salt and pepper.","O,O,U-FOOD,O,B-FOOD,L-FOOD,O,U-FOOD,O,U-FOOD,O"
"Mix with fresh tomato soup.","O,O,O,U-FOOD,O,O"
"Now add the drained pasta with some of the cooking water to the skillet and toss vigorously. The starch in the pasta water will help the sauce emulsify and get it to the right consistency.","O,O,O,O,U-FOOD,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Once the meat is cooked, take it out and reserve, then add the diced potatoes and cilantro to the pot.","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,U-FOOD,O,O,O,O"
"Once the potatoes are well cooked, you can remove the pot from the heat, add the previously chopped meat back in and stir it well.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Optional: Add bacon, sesame oil.","O,O,O,U-FOOD,O,B-FOOD,L-FOOD,O"
"Optionally: Instead of bechamel you can use sour cream.","O,O,O,O,U-FOOD,O,O,O,B-FOOD,L-FOOD,O"
"Optionally: (Not traditional!) Add the bechamel a couple of minutes before the time is up and finish cooking in the oven.","O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Optionally you can now brush on the egg wash to make the crust get a shiny golden brown color when it cooks","O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Peel and cut the apples in thin slices.","O,O,O,O,U-FOOD,O,O,O,O"
"Peel and cut the apples into 1-2 inch strips","O,O,O,O,U-FOOD,O,O,O,O,O,O"
"Peel potatoes and cut them into ~1 cm/half inch cubes.","O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O"
"Place all-purpose flour in a shallow bowl. Mix in garlic powder as well as salt and pepper, 1/2 tsp each.","O,B-FOOD,I-FOOD,I-FOOD,L-FOOD,O,O,O,O,O,O,O,B-FOOD,L-FOOD,O,O,O,U-FOOD,O,U-FOOD,O,O,O,O,O"
"Place lightly beaten egg in another shallow bowl.","O,O,O,U-FOOD,O,O,O,O,O"
"Pour into bowls and serve.","O,O,O,O,O,O"
"Pour out excess oil, put the sauce in and mix to coat the chicken. Or place the chicken in a bowl with kitchen towels and do another batch.","O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,B-FOOD,L-FOOD,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O"
"Preheat oven to 350°F then start making the pie crust","O,O,O,O,O,O,O,O,O,O,O,O"
"Prepare the sauce by mixing the ingredients together in a bowl.","O,O,O,O,O,O,O,O,O,O,O,O"
"Prepare the stock, possibly the day before, by boiling fish and fish bones in a tall stock pot on medium heat for 1-2 hours. It's customary to have loose chunks of fish in the soup so you can boil the fish and separate the meat as it starts to cook. As an example, the head, tail, skin and spine from the anglerfish fillet recipe were used to make stock, then half a fillet and meat that separated from the offal became part of the soup.","O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Put the apples in a bowl and mix in the lemon juice, sugar, cinnamon, nutmeg, and cornstarch and let it sit for 15 mins to release water","O,O,U-FOOD,O,O,O,O,O,O,O,U-FOOD,O,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O"
"Put the bottom half dough into the pie pan and cut off the excess dough with a knife","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Put the chicken in the oven tray.","O,O,U-FOOD,O,O,O,O,O"
"Put the chicken, onions and apple in the oven tray.","O,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,O,O,O,O"
"Remove the center of the apples, fill with nuez moscada and butter.","O,O,O,O,O,U-FOOD,O,O,O,B-FOOD,L-FOOD,O,U-FOOD,O"
"Roll out the puff pastry with a rolling pin.","O,O,O,B-FOOD,L-FOOD,O,O,O,O,O"
"Roll the puff pastry edges over, overlapping them.","O,O,B-FOOD,L-FOOD,O,O,O,O,O,O"
"Run the food processor until it resembles a coarse sand (5-10 seconds) then start dripping in the ice water until the mixture starts to chunk together","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-FOOD,L-FOOD,O,O,O,O,O,O,O"
"Season to taste. (Needs quite a bit of salt). Nutmeg also works well here.","O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,U-FOOD,O,O,O,O,O"
"Serve with apple sauce. Should be eaten together, not as a dessert.","O,O,B-FOOD,I-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O"
"Serve with boiled rice.","O,O,O,U-FOOD,O"
"Shred your cheese.","O,O,U-FOOD,O"
"Slice the top to the peppers and place them in the oven tray, you may need to slice the bottom a litte bit to make them stand together. (Hint: Put the peppers inside a pan over the oven tray).","O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O"
"Spread the jam over the puff pastry with a spoon.","O,O,U-FOOD,O,O,B-FOOD,L-FOOD,O,O,O,O"
"Sprinkle with cinnamon and breadcrumbs.","O,O,U-FOOD,O,U-FOOD,O"
"Take the fish out to be served separately. They are traditionally served topped with olive oil and a squeeze of lemon with steamed vegetables.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,B-FOOD,L-FOOD,O,O,O,O,U-FOOD,O,B-FOOD,L-FOOD,O"
"Top everything with milk and let the potatoes cook for about 10 minutes.","O,O,O,U-FOOD,O,O,O,U-FOOD,O,O,O,O,O,O"
"Transfer the filling mixture to a sauce pan and reduce the liquid over medium to low heat for around 15 mins, stirring regularly, then turn off the gas","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Use a fork or your fingers to pinch down the top crust to the bottom crust so you don't have air gaps","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"When the onions have become sufficiently cooked, add potatoes.","O,O,U-FOOD,O,O,O,O,O,O,U-FOOD,O"
"When the pasta has finished cooking, drain it, and reserve at least around a cup of the cooking water.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O"
"When the peppers are finished, remove the aluminum, fill the peppers with the mix and cook in the oven for another 45 minutes.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O"
"While the chicken is the oven prepare mushed potatoes. First you boil them until they are soft (keep the skin on). Once they are soft, peel them. Then mush them with a fork and add milk or creme fraiche.","O,O,U-FOOD,O,O,O,O,O,B-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,B-FOOD,L-FOOD,O"
"While the filling is sitting / reducing, start the crust by putting the flour, salt, sugar, and pieces of butter in a food processor","O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,O,O,O,U-FOOD,O,O,O,O"
"You'll know when it's done if you can pinch the dough with your hand and it sticks together","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
